UID Value,UID Name,UID Keyword,UID Type,Part,Deprecated
1.2.840.10008.5.1.4.1.1.11.7,Compositing Planar MPR Volumetric Presentation State Storage,CompositingPlanarMPRVolumetricPresentationStateStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.11.8,Advanced Blending Presentation State Storage,AdvancedBlendingPresentationStateStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.11.9,Volume Rendering Volumetric Presentation State Storage,VolumeRenderingVolumetricPresentationStateStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.11.10,Segmented Volume Rendering Volumetric Presentation State Storage,SegmentedVolumeRenderingVolumetricPresentationStateStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.11.11,Multiple Volume Rendering Volumetric Presentation State Storage,MultipleVolumeRenderingVolumetricPresentationStateStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.12.1,X-Ray Angiographic Image Storage,XRayAngiographicImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.12.1.1,Enhanced XA Image Storage,EnhancedXAImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.12.2,X-Ray Radiofluoroscopic Image Storage,XRayRadiofluoroscopicImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.12.2.1,Enhanced XRF Image Storage,EnhancedXRFImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.12.3,X-Ray Angiographic Bi-Plane Image Storage (Retired),XRayAngiographicBiPlaneImageStorage,SOP Class,PS3.4 (1998) ,true
1.2.840.10008.5.1.4.1.1.12.77,(Retired),,SOP Class,(2015c),true
1.2.840.10008.5.1.4.1.1.13.1.1,X-Ray 3D Angiographic Image Storage,XRay3DAngiographicImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.13.1.2,X-Ray 3D Craniofacial Image Storage,XRay3DCraniofacialImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.13.1.3,Breast Tomosynthesis Image Storage,BreastTomosynthesisImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.13.1.4,Breast Projection X-Ray Image Storage - For Presentation,BreastProjectionXRayImageStorageForPresentation,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.13.1.5,Breast Projection X-Ray Image Storage - For Processing,BreastProjectionXRayImageStorageForProcessing,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.14.1,Intravascular Optical Coherence Tomography Image Storage - For Presentation,IntravascularOpticalCoherenceTomographyImageStorageForPresentation,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.14.2,Intravascular Optical Coherence Tomography Image Storage - For Processing,IntravascularOpticalCoherenceTomographyImageStorageForProcessing,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.20,Nuclear Medicine Image Storage,NuclearMedicineImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.30,Parametric Map Storage,ParametricMapStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.40,(Retired),,SOP Class,(2015c),true
1.2.840.10008.5.1.4.1.1.66,Raw Data Storage,RawDataStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.66.1,Spatial Registration Storage,SpatialRegistrationStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.66.2,Spatial Fiducials Storage,SpatialFiducialsStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.66.3,Deformable Spatial Registration Storage,DeformableSpatialRegistrationStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.66.4,Segmentation Storage,SegmentationStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.66.5,Surface Segmentation Storage,SurfaceSegmentationStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.66.6,Tractography Results Storage,TractographyResultsStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.67,Real World Value Mapping Storage,RealWorldValueMappingStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.68.1,Surface Scan Mesh Storage,SurfaceScanMeshStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.68.2,Surface Scan Point Cloud Storage,SurfaceScanPointCloudStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.77.1,VL Image Storage - Trial (Retired),VLImageStorageTrial,SOP Class,PS3.4 (1998) ,true
1.2.840.10008.5.1.4.1.1.77.2,VL Multi-frame Image Storage - Trial (Retired),VLMultiFrameImageStorageTrial,SOP Class,PS3.4 (1998) ,true
1.2.840.10008.5.1.4.1.1.77.1.1,VL Endoscopic Image Storage,VLEndoscopicImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.77.1.1.1,Video Endoscopic Image Storage,VideoEndoscopicImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.77.1.2,VL Microscopic Image Storage,VLMicroscopicImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.77.1.2.1,Video Microscopic Image Storage,VideoMicroscopicImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.77.1.3,VL Slide-Coordinates Microscopic Image Storage,VLSlideCoordinatesMicroscopicImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.77.1.4,VL Photographic Image Storage,VLPhotographicImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.77.1.4.1,Video Photographic Image Storage,VideoPhotographicImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,OphthalmicPhotography8BitImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.77.1.5.2,Ophthalmic Photography 16 Bit Image Storage,OphthalmicPhotography16BitImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.77.1.5.3,Stereometric Relationship Storage,StereometricRelationshipStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.77.1.5.4,Ophthalmic Tomography Image Storage,OphthalmicTomographyImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.77.1.5.5,Wide Field Ophthalmic Photography Stereographic Projection Image Storage,WideFieldOphthalmicPhotographyStereographicProjectionImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.77.1.5.6,Wide Field Ophthalmic Photography 3D Coordinates Image Storage,WideFieldOphthalmicPhotography3DCoordinatesImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.77.1.5.7,Ophthalmic Optical Coherence Tomography En Face Image Storage,OphthalmicOpticalCoherenceTomographyEnFaceImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.77.1.5.8,Ophthalmic Optical Coherence Tomography B-scan Volume Analysis Storage,OphthalmicOpticalCoherenceTomographyBscanVolumeAnalysisStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.77.1.6,VL Whole Slide Microscopy Image Storage,VLWholeSlideMicroscopyImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.77.1.7,Dermoscopic Photography Image Storage,DermoscopicPhotographyImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.78.1,Lensometry Measurements Storage,LensometryMeasurementsStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.78.2,Autorefraction Measurements Storage,AutorefractionMeasurementsStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.78.3,Keratometry Measurements Storage,KeratometryMeasurementsStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.78.4,Subjective Refraction Measurements Storage,SubjectiveRefractionMeasurementsStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.78.5,Visual Acuity Measurements Storage,VisualAcuityMeasurementsStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.78.6,Spectacle Prescription Report Storage,SpectaclePrescriptionReportStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.78.7,Ophthalmic Axial Measurements Storage,OphthalmicAxialMeasurementsStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.78.8,Intraocular Lens Calculations Storage,IntraocularLensCalculationsStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.79.1,Macular Grid Thickness and Volume Report Storage,MacularGridThicknessAndVolumeReportStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.80.1,Ophthalmic Visual Field Static Perimetry Measurements Storage,OphthalmicVisualFieldStaticPerimetryMeasurementsStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.81.1,Ophthalmic Thickness Map Storage,OphthalmicThicknessMapStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.82.1,Corneal Topography Map Storage,CornealTopographyMapStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.88.1,Text SR Storage - Trial (Retired),TextSRStorageTrial,SOP Class,PS3.4 (2007) ,true
1.2.840.10008.5.1.4.1.1.88.2,Audio SR Storage - Trial (Retired),AudioSRStorageTrial,SOP Class,PS3.4 (2007) ,true
1.2.840.10008.5.1.4.1.1.88.3,Detail SR Storage - Trial (Retired),DetailSRStorageTrial,SOP Class,PS3.4 (2007) ,true
1.2.840.10008.5.1.4.1.1.88.4,Comprehensive SR Storage - Trial (Retired),ComprehensiveSRStorageTrial,SOP Class,PS3.4 (2007) ,true
1.2.840.10008.5.1.4.1.1.88.11,Basic Text SR Storage,BasicTextSRStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.88.22,Enhanced SR Storage,EnhancedSRStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.88.33,Comprehensive SR Storage,ComprehensiveSRStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.88.34,Comprehensive 3D SR Storage,Comprehensive3DSRStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.88.35,Extensible SR Storage,ExtensibleSRStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.88.40,Procedure Log Storage,ProcedureLogStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.88.50,Mammography CAD SR Storage,MammographyCADSRStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.88.59,Key Object Selection Document Storage,KeyObjectSelectionDocumentStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.88.65,Chest CAD SR Storage,ChestCADSRStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.88.67,X-Ray Radiation Dose SR Storage,XRayRadiationDoseSRStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.88.68,Radiopharmaceutical Radiation Dose SR Storage,RadiopharmaceuticalRadiationDoseSRStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.88.69,Colon CAD SR Storage,ColonCADSRStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.88.70,Implantation Plan SR Storage,ImplantationPlanSRStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.88.71,Acquisition Context SR Storage,AcquisitionContextSRStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.88.72,Simplified Adult Echo SR Storage,SimplifiedAdultEchoSRStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.88.73,Patient Radiation Dose SR Storage,PatientRadiationDoseSRStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.88.74,Planned Imaging Agent Administration SR Storage,PlannedImagingAgentAdministrationSRStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.88.75,Performed Imaging Agent Administration SR Storage,PerformedImagingAgentAdministrationSRStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.90.1,Content Assessment Results Storage,ContentAssessmentResultsStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.104.1,Encapsulated PDF Storage,EncapsulatedPDFStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.104.2,Encapsulated CDA Storage,EncapsulatedCDAStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.104.3,Encapsulated STL Storage,EncapsulatedSTLStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.104.4,Encapsulated OBJ Storage,EncapsulatedOBJStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.104.5,Encapsulated MTL Storage,EncapsulatedMTLStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.128,Positron Emission Tomography Image Storage,PositronEmissionTomographyImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.128.1,Legacy Converted Enhanced PET Image Storage,LegacyConvertedEnhancedPETImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.129,Standalone PET Curve Storage (Retired),StandalonePETCurveStorage,SOP Class,PS3.4 (2004) ,true
1.2.840.10008.5.1.4.1.1.130,Enhanced PET Image Storage,EnhancedPETImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.131,Basic Structured Display Storage,BasicStructuredDisplayStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.200.1,CT Defined Procedure Protocol Storage,CTDefinedProcedureProtocolStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.200.2,CT Performed Procedure Protocol Storage,CTPerformedProcedureProtocolStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.200.3,Protocol Approval Storage,ProtocolApprovalStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.200.4,Protocol Approval Information Model - FIND,ProtocolApprovalInformationModelFind,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.200.5,Protocol Approval Information Model - MOVE,ProtocolApprovalInformationModelMove,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.200.6,Protocol Approval Information Model - GET,ProtocolApprovalInformationModelGet,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.200.7,XA Defined Procedure Protocol Storage,XADefinedProcedureProtocolStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.200.8,XA Performed Procedure Protocol Storage,XAPerformedProcedureProtocolStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.1,RT Image Storage,RTImageStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.2,RT Dose Storage,RTDoseStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.3,RT Structure Set Storage,RTStructureSetStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.4,RT Beams Treatment Record Storage,RTBeamsTreatmentRecordStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.5,RT Plan Storage,RTPlanStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.6,RT Brachy Treatment Record Storage,RTBrachyTreatmentRecordStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.7,RT Treatment Summary Record Storage,RTTreatmentSummaryRecordStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.8,RT Ion Plan Storage,RTIonPlanStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.9,RT Ion Beams Treatment Record Storage,RTIonBeamsTreatmentRecordStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.10,RT Physician Intent Storage,RTPhysicianIntentStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.11,RT Segment Annotation Storage,RTSegmentAnnotationStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.12,RT Radiation Set Storage,RTRadiationSetStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.13,C-Arm Photon-Electron Radiation Storage,CArmPhotonElectronRadiationStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.14,Tomotherapeutic Radiation Storage,TomotherapeuticRadiationStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.15,Robotic-Arm Radiation Storage,RoboticArmRadiationStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.16,RT Radiation Record Set Storage,RTRadiationRecordSetStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.17,RT Radiation Salvage Record Storage,RTRadiationSalvageRecordStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.18,Tomotherapeutic Radiation Record Storage,TomotherapeuticRadiationRecordStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.19,C-Arm Photon-Electron Radiation Record Storage,CArmPhotonElectronRadiationRecordStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.481.20,Robotic Radiation Record Storage,RoboticRadiationRecordStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.1.501.1,DICOS CT Image Storage,DICOSCTImageStorage,SOP Class,DICOS,false
1.2.840.10008.5.1.4.1.1.501.2.1,DICOS Digital X-Ray Image Storage - For Presentation,DICOSDigitalXRayImageStorageForPresentation,SOP Class,DICOS,false
1.2.840.10008.5.1.4.1.1.501.2.2,DICOS Digital X-Ray Image Storage - For Processing,DICOSDigitalXRayImageStorageForProcessing,SOP Class,DICOS,false
1.2.840.10008.5.1.4.1.1.501.3,DICOS Threat Detection Report Storage,DICOSThreatDetectionReportStorage,SOP Class,DICOS,false
1.2.840.10008.5.1.4.1.1.501.4,DICOS 2D AIT Storage,DICOS2DAITStorage,SOP Class,DICOS,false
1.2.840.10008.5.1.4.1.1.501.5,DICOS 3D AIT Storage,DICOS3DAITStorage,SOP Class,DICOS,false
1.2.840.10008.5.1.4.1.1.501.6,DICOS Quadrupole Resonance (QR) Storage,DICOSQuadrupoleResonanceStorage,SOP Class,DICOS,false
1.2.840.10008.5.1.4.1.1.601.1,Eddy Current Image Storage,EddyCurrentImageStorage,SOP Class,DICONDE ASTM E2934,false
1.2.840.10008.5.1.4.1.1.601.2,Eddy Current Multi-frame Image Storage,EddyCurrentMultiFrameImageStorage,SOP Class,DICONDE ASTM E2934,false
1.2.840.10008.5.1.4.1.2.1.1,Patient Root Query/Retrieve Information Model - FIND,PatientRootQueryRetrieveInformationModelFind,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.2.1.2,Patient Root Query/Retrieve Information Model - MOVE,PatientRootQueryRetrieveInformationModelMove,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.2.1.3,Patient Root Query/Retrieve Information Model - GET,PatientRootQueryRetrieveInformationModelGet,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.2.2.1,Study Root Query/Retrieve Information Model - FIND,StudyRootQueryRetrieveInformationModelFind,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.2.2.2,Study Root Query/Retrieve Information Model - MOVE,StudyRootQueryRetrieveInformationModelMove,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.2.2.3,Study Root Query/Retrieve Information Model - GET,StudyRootQueryRetrieveInformationModelGet,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.2.3.1,Patient/Study Only Query/Retrieve Information Model - FIND (Retired),PatientStudyOnlyQueryRetrieveInformationModelFind,SOP Class,PS3.4 (2004) ,true
1.2.840.10008.5.1.4.1.2.3.2,Patient/Study Only Query/Retrieve Information Model - MOVE (Retired),PatientStudyOnlyQueryRetrieveInformationModelMove,SOP Class,PS3.4 (2004) ,true
1.2.840.10008.5.1.4.1.2.3.3,Patient/Study Only Query/Retrieve Information Model - GET (Retired),PatientStudyOnlyQueryRetrieveInformationModelGet,SOP Class,PS3.4 (2004) ,true
1.2.840.10008.5.1.4.1.2.4.2,Composite Instance Root Retrieve - MOVE,CompositeInstanceRootRetrieveMove,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.2.4.3,Composite Instance Root Retrieve - GET,CompositeInstanceRootRetrieveGet,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.1.2.5.3,Composite Instance Retrieve Without Bulk Data - GET,CompositeInstanceRetrieveWithoutBulkDataGet,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.20.1,Defined Procedure Protocol Information Model - FIND,DefinedProcedureProtocolInformationModelFind,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.20.2,Defined Procedure Protocol Information Model - MOVE,DefinedProcedureProtocolInformationModelMove,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.20.3,Defined Procedure Protocol Information Model - GET,DefinedProcedureProtocolInformationModelGet,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.31,Modality Worklist Information Model - FIND,ModalityWorklistInformationModelFind,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.32,General Purpose Worklist Management Meta SOP Class (Retired),GeneralPurposeWorklistManagementMeta,Meta SOP Class,PS3.4 (2011) ,true
1.2.840.10008.5.1.4.32.1,General Purpose Worklist Information Model - FIND (Retired),GeneralPurposeWorklistInformationModelFind,SOP Class,PS3.4 (2011) ,true
1.2.840.10008.5.1.4.32.2,General Purpose Scheduled Procedure Step SOP Class (Retired),GeneralPurposeScheduledProcedureStep,SOP Class,PS3.4 (2011) ,true
1.2.840.10008.5.1.4.32.3,General Purpose Performed Procedure Step SOP Class (Retired),GeneralPurposePerformedProcedureStep,SOP Class,PS3.4 (2011) ,true
1.2.840.10008.5.1.4.33,Instance Availability Notification SOP Class,InstanceAvailabilityNotification,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.34.1,RT Beams Delivery Instruction Storage - Trial (Retired),RTBeamsDeliveryInstructionStorageTrial,SOP Class,PS3.4 (2009) ,true
1.2.840.10008.5.1.4.34.2,RT Conventional Machine Verification - Trial (Retired),RTConventionalMachineVerificationTrial,SOP Class,PS3.4 (2009) ,true
1.2.840.10008.5.1.4.34.3,RT Ion Machine Verification - Trial (Retired),RTIonMachineVerificationTrial,SOP Class,PS3.4 (2009) ,true
1.2.840.10008.5.1.4.34.4,Unified Worklist and Procedure Step Service Class - Trial (Retired),UnifiedWorklistAndProcedureStepTrial,Service Class,PS3.4 (2009) ,true
1.2.840.10008.5.1.4.34.4.1,Unified Procedure Step - Push SOP Class - Trial (Retired),UnifiedProcedureStepPushTrial,SOP Class,PS3.4 (2009) ,true
1.2.840.10008.5.1.4.34.4.2,Unified Procedure Step - Watch SOP Class - Trial (Retired),UnifiedProcedureStepWatchTrial,SOP Class,PS3.4 (2009) ,true
1.2.840.10008.5.1.4.34.4.3,Unified Procedure Step - Pull SOP Class - Trial (Retired),UnifiedProcedureStepPullTrial,SOP Class,PS3.4 (2009) ,true
1.2.840.10008.5.1.4.34.4.4,Unified Procedure Step - Event SOP Class - Trial (Retired),UnifiedProcedureStepEventTrial,SOP Class,PS3.4 (2009) ,true
1.2.840.10008.5.1.4.34.5,UPS Global Subscription SOP Instance,UPSGlobalSubscriptionInstance,Well-known SOP Instance,PS3.4 ,false
1.2.840.10008.5.1.4.34.5.1,UPS Filtered Global Subscription SOP Instance,UPSFilteredGlobalSubscriptionInstance,Well-known SOP Instance,PS3.4 ,false
1.2.840.10008.5.1.4.34.6,Unified Worklist and Procedure Step Service Class,UnifiedWorklistAndProcedureStep,Service Class,PS3.4 ,false
1.2.840.10008.5.1.4.34.6.1,Unified Procedure Step - Push SOP Class,UnifiedProcedureStepPush,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.34.6.2,Unified Procedure Step - Watch SOP Class,UnifiedProcedureStepWatch,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.34.6.3,Unified Procedure Step - Pull SOP Class,UnifiedProcedureStepPull,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.34.6.4,Unified Procedure Step - Event SOP Class,UnifiedProcedureStepEvent,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.34.6.5,Unified Procedure Step - Query SOP Class,UnifiedProcedureStepQuery,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.34.7,RT Beams Delivery Instruction Storage,RTBeamsDeliveryInstructionStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.34.8,RT Conventional Machine Verification,RTConventionalMachineVerification,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.34.9,RT Ion Machine Verification,RTIonMachineVerification,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.34.10,RT Brachy Application Setup Delivery Instruction Storage,RTBrachyApplicationSetupDeliveryInstructionStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.37.1,General Relevant Patient Information Query,GeneralRelevantPatientInformationQuery,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.37.2,Breast Imaging Relevant Patient Information Query,BreastImagingRelevantPatientInformationQuery,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.37.3,Cardiac Relevant Patient Information Query,CardiacRelevantPatientInformationQuery,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.38.1,Hanging Protocol Storage,HangingProtocolStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.38.2,Hanging Protocol Information Model - FIND,HangingProtocolInformationModelFind,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.38.3,Hanging Protocol Information Model - MOVE,HangingProtocolInformationModelMove,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.38.4,Hanging Protocol Information Model - GET,HangingProtocolInformationModelGet,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.39.1,Color Palette Storage,ColorPaletteStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.39.2,Color Palette Query/Retrieve Information Model - FIND,ColorPaletteQueryRetrieveInformationModelFind,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.39.3,Color Palette Query/Retrieve Information Model - MOVE,ColorPaletteQueryRetrieveInformationModelMove,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.39.4,Color Palette Query/Retrieve Information Model - GET,ColorPaletteQueryRetrieveInformationModelGet,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.41,Product Characteristics Query SOP Class,ProductCharacteristicsQuery,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.42,Substance Approval Query SOP Class,SubstanceApprovalQuery,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.43.1,Generic Implant Template Storage,GenericImplantTemplateStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.43.2,Generic Implant Template Information Model - FIND,GenericImplantTemplateInformationModelFind,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.43.3,Generic Implant Template Information Model - MOVE,GenericImplantTemplateInformationModelMove,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.43.4,Generic Implant Template Information Model - GET,GenericImplantTemplateInformationModelGet,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.44.1,Implant Assembly Template Storage,ImplantAssemblyTemplateStorage,SOP Class,PS3.4 ,false
